iter	RMSE
509	0.7918517353
510	0.7901575401
511	0.7892041929
512	0.7886092295
513	0.7879899341
514	0.7867759159
515	0.7861245251
516	0.7843024414
517	0.7825602869
518	0.7807004381
519	0.7796995301
520	0.7792195693
521	0.7773596105
522	0.7767731666
523	0.775771966
524	0.7742686725
525	0.7735992334
526	0.7722578231
527	0.7719103715
528	0.7711078572
529	0.7704413132
530	0.7688235386
531	0.7679257012
532	0.7663724697
533	0.764549877
534	0.7636042328
535	0.7626177391
536	0.7616282274
537	0.760901487
538	0.7592363448
539	0.7582147835
540	0.7565790643
541	0.7556116974
542	0.7547844986
543	0.7538473859
544	0.7524539337
545	0.7508605099
546	0.7500833052
547	0.7492438871
548	0.7477202209
549	0.7466061029
550	0.7450399007
551	0.7444435172
552	0.7431086585
553	0.7421761394
554	0.7413573084
555	0.7405685505
556	0.7384364062
557	0.7375311304
558	0.7364778135
559	0.7354849553
560	0.7346501963
561	0.7331384354
562	0.7326774707
563	0.7320215702
564	0.731213865
565	0.7298063308
566	0.7270914725
567	0.7258306502
568	0.7255371536
569	0.7243274611
570	0.7235764971
571	0.722769829
572	0.7224330778
573	0.7210308294
574	0.7196281761
575	0.7190972929
576	0.7185388685
577	0.7178061555
578	0.716956822
579	0.7162176127
580	0.7155056037
581	0.7147424721
582	0.7136172551
583	0.7128702336
584	0.711634722
585	0.7100775701
586	0.7087060992
587	0.707397862
588	0.7062900799
589	0.7052324913
590	0.7042889346
591	0.7029184999
592	0.7020065541
593	0.701399372
594	0.7007074451
595	0.7002485657
596	0.6992521867
597	0.6989913901
598	0.6980051791
599	0.6975099625
600	0.6967219918
601	0.6963386547
602	0.6956978517
603	0.6951116638
604	0.6945753522
605	0.6937323553
606	0.6927766582
607	0.6923664682
608	0.6918412732
609	0.6909896604
610	0.690396347
611	0.6888024752
612	0.6875191211
613	0.686493585
614	0.6854702797
615	0.6844080367
616	0.6837948372
617	0.6831311592
618	0.6822707979
619	0.6807993814
620	0.6799070979
621	0.6795459421
622	0.6787757135
623	0.6779825694
624	0.6775510298
625	0.676762123
626	0.6758723165
627	0.6750966381
628	0.6739839531
629	0.6734387337
630	0.6723548776
631	0.671383241
632	0.6709334254
633	0.6699924896
634	0.6691103324
635	0.6678934371
636	0.6672534703
637	0.666362281
638	0.6650973368
639	0.6644868325
640	0.6637615428
641	0.6627663882
642	0.6622657972
643	0.6615369266
644	0.6605354818
645	0.6600376757
646	0.6593985014
647	0.6578231537
648	0.6566672249
649	0.6561045179
650	0.6553646859
651	0.6547912257
652	0.6543018807
653	0.6534102438
654	0.6530535572
655	0.6524317359
656	0.6514583451
657	0.650806126
658	0.6502871327
659	0.6500259129
660	0.6491224025
661	0.6488397326
662	0.6480031064
663	0.647318748
664	0.6466522884
665	0.6456608685
666	0.6450229708
667	0.6441652548
668	0.6429004215
669	0.6423704512
670	0.6417454775
671	0.6411403136
672	0.6407218781
673	0.6397938263
674	0.6389897262
675	0.6385514891
676	0.6374257923
677	0.6363242722
678	0.6357097805
679	0.6349291584
680	0.6338883821
681	0.6335454162
682	0.6331403305
683	0.6325787531
684	0.6321446239
685	0.6312594635
686	0.6305607622
687	0.6296530763
688	0.629238578
689	0.6288391712
690	0.6281149736
691	0.6275684246
692	0.6264935745
693	0.6259618353
694	0.6255172494
695	0.6248591344
696	0.6239800109
697	0.623597917
698	0.6228755084
699	0.622324138
700	0.6212001906
701	0.6206236042
702	0.6196304026
703	0.6191124159
704	0.6185657705
705	0.618034077
706	0.6175280719
707	0.6168620612
708	0.6165047527
709	0.6159949146
710	0.6155627043
711	0.6149554637
712	0.6144770688
713	0.6140075178
714	0.6134045245
715	0.6129440443
716	0.6124067336
717	0.6115604266
718	0.6107489225
719	0.6102812315
720	0.6098363324
721	0.6094211432
722	0.6087990038
723	0.6083328334
724	0.6080066329
725	0.6073622197
726	0.6070839408
727	0.606651095
728	0.6058348229
729	0.6053878446
730	0.604485181
731	0.6040683333
732	0.6033062916
733	0.6027244062
734	0.6020318098
735	0.6015035365
736	0.6011551563
737	0.6004283179
738	0.5998200301
739	0.5994185161
740	0.5988946404
741	0.5975958761
742	0.596881863
743	0.5964866015
744	0.5960567697
745	0.5955328856
746	0.5950641377
747	0.5939450873
748	0.593354639
749	0.5924142862
750	0.5919797705
751	0.5914421776
752	0.5909417923
753	0.5905966948
754	0.590043267
755	0.5896532354
756	0.5893130579
757	0.5887137983
758	0.5881264802
759	0.5875791025
760	0.586931851
761	0.5866646413
762	0.5862669883
763	0.5855835084
764	0.5852115461
765	0.5847388517
766	0.5843896064
767	0.583728
768	0.5832840016
769	0.5829673676
770	0.5825226529
771	0.5822404564
772	0.5816367648
773	0.5807110483
774	0.5801741439
775	0.5797740932
776	0.5794712234
777	0.5787695704
778	0.5784732732
779	0.577695341
780	0.5768883262
781	0.576381239
782	0.5757038174
783	0.574910011
784	0.5745549057
785	0.5735016117
786	0.5729316688
787	0.5723951854
788	0.5717440926
789	0.571317991
790	0.5705523797
791	0.5699738085
792	0.5695839062
793	0.568750321
794	0.5682516589
795	0.5678003979
796	0.5674051877
797	0.5670370128
798	0.5664729823
799	0.5660052265
800	0.5655577443
801	0.5648054914
802	0.5644329214
803	0.5638868952
804	0.5633191109
805	0.5626996897
806	0.5622939906
807	0.5615952818
808	0.5612301486
809	0.5608453384
810	0.5603945279
811	0.5600383061
812	0.5596680786
813	0.5592440036
814	0.5588987539
815	0.5585111152
816	0.5581446623
817	0.5577148337
818	0.5572900918
819	0.5566613375
820	0.5558022553
821	0.5554316203
822	0.5551584632
823	0.5545964615
824	0.5543685685
825	0.5532725594
826	0.5526730782
827	0.5520168806
828	0.5516860475
829	0.5509879157
830	0.550558182
831	0.550142655
832	0.5497308499
833	0.549413442
834	0.5487885078
835	0.5479640039
836	0.5472980699
837	0.5465652828
838	0.5462134319
839	0.5458990851
840	0.5455052419
841	0.5451326057
842	0.5446341902
843	0.5443275543
844	0.5431613158
845	0.5428409518
846	0.5425033249
847	0.5421546477
848	0.5416427851
849	0.5413330345
850	0.5410403004
851	0.5404351414
852	0.5400951725
853	0.5395776388
854	0.5390539417
855	0.538706305
856	0.5376068822
857	0.5371660589
858	0.5367298571
859	0.5364313075
860	0.5361497361
861	0.5357585685
862	0.5352980687
863	0.5348174789
864	0.5343417451
865	0.5338315839
866	0.5332960338
867	0.532795362
868	0.5324878063
869	0.5322229636
870	0.5319176476
871	0.5317170928
872	0.5311102157
873	0.5306792266
874	0.5301012688
875	0.5294774538
876	0.5288737215
877	0.5284715572
878	0.5280185068
879	0.5274920408
880	0.5270591249
881	0.5268267449
882	0.526540011
883	0.5261525994
884	0.5257507003
885	0.525285289
886	0.524733902
887	0.5237282073
888	0.5234867825
889	0.5230198016
890	0.5223998392
891	0.5220291825
892	0.5214513999
893	0.5209638594
894	0.520080759
895	0.519534427
896	0.5191780471
897	0.5185980696
898	0.5183417966
899	0.5179022029
900	0.5175301981
901	0.5172398986
902	0.5164885516
903	0.5159342058
904	0.5155511689
905	0.5151069931
906	0.5146583322
907	0.5142665013
908	0.5140323892
909	0.5135449805
910	0.513205597
911	0.5127805793
912	0.5125395976
913	0.5121836646
914	0.5117643615
915	0.5112973003
916	0.5107898135
917	0.5102566856
918	0.509992114
919	0.5096109754
920	0.5089587685
921	0.5086439514
922	0.5082887015
923	0.5073947113
924	0.5065817596
925	0.5061376227
926	0.5058781584
927	0.505070652
928	0.5047921021
929	0.5042085356
930	0.5039054054
931	0.5034320692
932	0.5029770821
933	0.5025055419
934	0.5022004104
935	0.5019911805
936	0.5015926323
937	0.5012060554
938	0.5008106881
939	0.5004762547
940	0.500307946
941	0.4997955886
942	0.4995199563
943	0.4992610191
944	0.4989880839
945	0.4986628015
946	0.4984759664
947	0.4979627885
948	0.497478807
949	0.4971451201
950	0.4965350842
951	0.4962503811
952	0.4960339936
953	0.4954574675
954	0.4950760626
955	0.4945270832
956	0.4942351672
957	0.4939834892
958	0.4934830311
959	0.4931088297
960	0.4928935481
961	0.4923697194
962	0.4916629348
963	0.491290906
964	0.4909747141
965	0.4907791675
966	0.4904094069
967	0.4899149485
968	0.4897072242
969	0.4895147989
970	0.4887775687
971	0.4884657156
972	0.4879760471
973	0.4878064366
974	0.4875356734
975	0.4870204131
976	0.4867570832
977	0.4863429735
978	0.4861817802
979	0.4857039975
980	0.4852187047
981	0.4849459644
982	0.4844873539
983	0.4840719537
984	0.4836105447
985	0.4833248287
986	0.4830579643
987	0.4826968387
988	0.4824163878
989	0.4822619744
990	0.4819147955
991	0.4815069734
992	0.4810438201
993	0.4803500931
994	0.4799823145
995	0.4797848806
996	0.4794621534
997	0.4789916769
998	0.4787022682
999	0.4785538494
